Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Towards a Metrics-Based Software Quality Rating for a Microservice Architecture","Innovations for Community Services","","","","10.1007/978-3-030-22482-0_15","Sebastian ApelFlorian HertrampfSteffen Späthe","2019","http://link.springer.com/chapter/10.1007/978-3-030-22482-0_15","Chapter"
"A Quantitative Approach for the Assessment of Microservice Architecture Deployment Alternatives by Automated Performance Testing","Software Architecture","","","","10.1007/978-3-030-00761-4_11","Alberto AvritzerVincenzo FermeAndrea JanesBarbara RussoHenning SchulzAndré van Hoorn","2018","http://link.springer.com/chapter/10.1007/978-3-030-00761-4_11","Chapter"
"Evaluation of Microservice Architectures: A Metric and Tool-Based Approach","Information Systems in the Big Data Era","","","","10.1007/978-3-319-92901-9_8","Thomas EngelMelanie LangermeierBernhard BauerAlexander Hofmann","2018","http://link.springer.com/chapter/10.1007/978-3-319-92901-9_8","Chapter"
"Evaluating and Improving Microservice Architecture Conformance to Architectural Design Decisions","Service-Oriented Computing","","","","10.1007/978-3-030-91431-8_12","Evangelos NtentosUwe ZdunKonstantinos PlakidasSebastian Geiger","2021","http://link.springer.com/chapter/10.1007/978-3-030-91431-8_12","Chapter"
"Service-Microservice Architecture for Context-Aware Content Delivery in National Geoinformation Center of Bulgaria","Modeling and Using Context","","","","10.1007/978-3-030-34974-5_4","Todor BranzovKrassimira IvanovaMladen Georgiev","2019","http://link.springer.com/chapter/10.1007/978-3-030-34974-5_4","Chapter"
"Stability Metrics for Continuous Integration of Service-Oriented Systems","Web Engineering","","","","10.1007/978-3-030-74296-6_11","Dionysis AthanasopoulosDaniel Keenan","2021","http://link.springer.com/chapter/10.1007/978-3-030-74296-6_11","Chapter"
"Assessing Architecture Conformance to Coupling-Related Patterns and Practices in Microservices","Software Architecture","","","","10.1007/978-3-030-58923-3_1","Evangelos NtentosUwe ZdunKonstantinos PlakidasSebastian MeixnerSebastian Geiger","2020","http://link.springer.com/chapter/10.1007/978-3-030-58923-3_1","Chapter"
"Towards a Process to Design Architectures of Service-Oriented Robotic Systems","Software Architecture","","","","10.1007/978-3-319-09970-5_20","Lucas Bueno Ruas OliveiraElena LerouxKatia Romero FelizardoFlavio OquendoElisa Yumi Nakagawa","2014","http://link.springer.com/chapter/10.1007/978-3-319-09970-5_20","Chapter"
"Ensuring and Assessing Architecture Conformance to Microservice Decomposition Patterns","Service-Oriented Computing","","","","10.1007/978-3-319-69035-3_29","Uwe ZdunElena NavarroFrank Leymann","2017","http://link.springer.com/chapter/10.1007/978-3-319-69035-3_29","Chapter"
"Supporting Architectural Decision Making on Data Management in Microservice Architectures","Software Architecture","","","","10.1007/978-3-030-29983-5_2","Evangelos NtentosUwe ZdunKonstantinos PlakidasDaniel SchallFei LiSebastian Meixner","2019","http://link.springer.com/chapter/10.1007/978-3-030-29983-5_2","Chapter"
"Collecting Service-Based Maintainability Metrics from RESTful API Descriptions: Static Analysis and Threshold Derivation","Software Architecture","","","","10.1007/978-3-030-59155-7_16","Justus BognerStefan WagnerAlfred Zimmermann","2020","http://link.springer.com/chapter/10.1007/978-3-030-59155-7_16","Chapter"
"RoboSeT: A Tool to Support Cataloging and Discovery of Services for Service-Oriented Robotic Systems","Robotics","","","","10.1007/978-3-662-48134-9_7","Lucas Bueno Ruas OliveiraFelipe Augusto AmaralDiogo B. MartinsFlavio OquendoElisa Yumi Nakagawa","2015","http://link.springer.com/chapter/10.1007/978-3-662-48134-9_7","Chapter"
